Sentence#	Word	POS	Tag
	correct	JJ	O
	,	,	O
	that	IN	O
	the	DT	O
	system	NN	B-syscon
	provides	VBZ	O
	the	DT	O
	required	JJ	O
	functionality	NN	O
	,	,	O
	and	CC	O
	that	IN	O
	the	DT	O
	outputs	NNS	O
	at	IN	O
	the	DT	O
	eventual	JJ	O
	end	NN	O
	points	NNS	O
	correspond	NN	O
	to	TO	O
	expected	VBN	O
	results	NNS	B-mea
	.	.	O
Sentence:63	Since	IN	O
	the	DT	O
	test	NN	B-opcon
	environment	NN	O
	is	VBZ	O
	as	IN	O
	close	RB	O
	an	DT	O
	approximation	NN	O
	as	IN	O
	possible	JJ	O
	to	TO	O
	the	DT	O
	operational	JJ	B-opcon
	environment	NN	I-opcon
	,	,	O
	system	NN	B-opcon
	performance	NN	I-opcon
	requirements	NNS	B-opcon
	testing	VBG	B-opcon
	is	VBZ	O
	also	RB	O
	included	VBN	O
	.	.	O
Sentence:64	This	DT	O
	figure	NN	O
	is	VBZ	O
	not	RB	O
	intended	VBN	O
	to	TO	O
	show	VB	O
	the	DT	O
	full	JJ	O
	extent	NN	O
	of	IN	O
	end	NN	O
	to	TO	O
	end	VB	O
	testing	NN	B-opcon
	.	.	O
Sentence:65	Each	DT	O
	system	NN	B-syscon
	shown	VBN	O
	would	MD	O
	need	VB	B-opcon
	to	TO	O
	be	VB	O
	broken	VBN	O
	down	RP	O
	into	IN	O
	a	DT	O
	further	JJ	O
	level	NN	O
	of	IN	O
	granularity	NN	O
	for	IN	O
	completeness	NN	O
	.	.	O
Sentence:66	End	NN	O
	to	TO	O
	end	VB	O
	testing	NN	B-opcon
	is	VBZ	O
	an	DT	O
	integral	JJ	O
	part	NN	O
	of	IN	O
	the	DT	O
	V	NNP	B-abb
	&	CC	I-abb
	V	NNP	I-abb
	of	IN	O
	the	DT	O
	total	JJ	O
	mission	NN	B-seterm
	system	NN	B-syscon
	.	.	O
Sentence:67	It	PRP	O
	is	VBZ	O
	a	DT	O
	set	NN	O
	of	IN	O
	activities	NNS	O
	that	WDT	O
	can	MD	O
	be	VB	O
	employed	VBN	O
	during	IN	O
	selected	VBN	O
	hardware	NN	B-syscon
	,	,	O
	software	NN	B-syscon
	,	,	O
	and	CC	O
	system	NN	B-syscon
	phases	NNS	B-event
	throughout	IN	O
	the	DT	O
	life	NN	B-opcon
	cycle	NN	I-opcon
	using	VBG	O
	developmental	JJ	O
	forms	NNS	O
	and	CC	O
	external	JJ	O
	simulators	NNS	O
	.	.	O
Sentence:68	However	RB	O
	,	,	O
	final	JJ	O
	end	NN	O
	to	TO	O
	end	VB	O
	testing	NN	B-opcon
	should	MD	O
	be	VB	O
	done	VBN	O
	on	IN	O
	the	DT	O
	flight	NN	B-syscon
	articles	NNS	O
	in	IN	O
	the	DT	O
	flight	NN	B-syscon
	configuration	NN	B-opcon
	if	IN	O
	possible	JJ	O
	and	CC	O
	prior	JJ	O
	to	TO	O
	deployment	VB	O
	and	CC	O
	launch	NN	O
	.	.	O
Sentence:69	The	DT	O
	SER	NNP	B-abb
	should	MD	O
	always	RB	O
	keep	VB	O
	in	IN	O
	mind	NN	O
	the	DT	O
	information	NN	O
	that	WDT	O
	needs	VBZ	B-opcon
	to	TO	O
	be	VB	O
	available	JJ	O
	to	TO	O
	help	VB	O
	the	DT	O
	decision	NN	O
	makers	NNS	O
	choose	VBP	O
	the	DT	O
	most	RBS	O
	cost	JJ	B-mea
	effective	JJ	I-mea
	option	NN	O
	.	.	O
Sentence:70	In	IN	O
	comparison	NN	O
	with	IN	O
	configuration	NN	B-opcon
	item	NN	O
	testing	VBG	B-opcon
	,	,	O
	end	NN	O
	to	TO	O
	end	VB	O
	testing	VBG	B-opcon
	addresses	NNS	O
	each	DT	O
	configuration	NN	B-opcon
	item	NN	O
	end	NN	B-syscon
	product	NN	I-syscon
	only	RB	O
	down	RB	O
	to	TO	O
	the	DT	O
	level	NN	O
	designated	VBN	O
	by	IN	O
	the	DT	O
	verification	NN	B-opcon
	plan	NN	I-opcon
	generally	RB	O
	,	,	O
	the	DT	O
	segment	NN	O
	r	NN	O
	element	NN	O
	and	CC	O
	focuses	NNS	O
	on	IN	O
	external	JJ	O
	interfaces	NNS	B-syscon
	,	,	O
	which	WDT	O
	can	MD	O
	be	VB	O
	either	CC	O
	hardware	VB	B-syscon
	,	,	O
	software	NN	B-syscon
	,	,	O
	or	CC	O
	human	JJ	O
	based	VBN	O
	.	.	O
Sentence:71	The	DT	O
	activities	NNS	O
	and	CC	O
	events	NNS	O
	leading	VBG	O
	up	RB	O
	to	TO	O
	the	DT	O
	discrepancy	NN	B-mea
	should	MD	O
	be	VB	O
	analyzed	VBN	O
	to	TO	O
	determine	VB	O
	if	IN	O
	a	DT	O
	nonconforming	JJ	B-syscon
	product	NN	I-syscon
	exists	VBZ	O
	or	CC	O
	there	EX	O
	is	VBZ	O
	an	DT	O
	issue	NN	O
	with	IN	O
	the	DT	O
	verification	NN	B-opcon
	procedure	NN	O
	or	CC	O
	conduct	NN	O
	.	.	O
Sentence:72	The	DT	O
	Decision	NNP	B-opcon
	Analysis	NNP	I-opcon
	Process	NNP	I-opcon
	should	MD	O
	be	VB	O
	used	VBN	O
	to	TO	O
	make	VB	O
	decisions	NNS	O
	with	IN	O
	respect	NN	O
	to	TO	O
	needed	VBN	O
	changes	NNS	O
	in	IN	O
	the	DT	O
	verification	NN	B-opcon
	plans	NNS	O
	,	,	O
	environment	NN	O
	,	,	O
	and	CC	O
	or	CC	O
	procedures	NNS	B-opcon
	.	.	O
Sentence:73	As	IN	O
	the	DT	O
	verification	NN	B-opcon
	activities	NNS	I-opcon
	are	VBP	O
	completed	VBN	O
	,	,	O
	the	DT	O
	results	NNS	B-mea
	are	VBP	O
	collected	VBN	O
	and	CC	O
	analyzed	VBN	O
	.	.	O
Sentence:74	The	DT	O
	data	NNS	O
	are	VBP	O
	analyzed	VBN	O
	for	IN	O
	quality	NN	O
	,	,	O
	integrity	NN	O
	,	,	O
	correctness	NN	O
	,	,	O
	consistency	NN	O
	,	,	O
	and	CC	O
	validity	NN	O
	.	.	O
Sentence:75	Any	DT	O
	verification	NN	B-opcon
	discrepancies	NNS	O
	anom	VBP	O
	alies	NNS	O
	,	,	O
	variations	NNS	O
	,	,	O
	and	CC	O
	out	IN	O
	of	IN	O
	compliance	NN	O
	conditions	NNS	O
	are	VBP	O
	identified	VBN	O
	and	CC	O
	reviewed	VBN	O
	to	TO	O
	determine	VB	O
	if	IN	O
	there	EX	O
	is	VBZ	O
	a	DT	O
	nonconforming	JJ	B-syscon
	product	NN	I-syscon
	not	RB	O
	resulting	VBG	O
	from	IN	O
	poor	JJ	O
	verification	NN	B-opcon
	conduct	NN	O
	,	,	O
	procedure	NN	O
	,	,	O
	or	CC	O
	conditions	NNS	O
	.	.	O
Sentence:76	If	IN	O
	possible	JJ	O
	,	,	O
	this	DT	O
	analysis	NN	B-opcon
	is	VBZ	O
	performed	VBN	O
	while	IN	O
	the	DT	O
	test	NN	B-opcon
	analysis	NN	B-opcon
	configuration	NN	B-opcon
	is	VBZ	O
	still	RB	O
	intact	JJ	O
	.	.	O
Sentence:77	This	DT	O
	allows	VBZ	O
	a	DT	O
	quick	JJ	O
	turnaround	NN	O
	in	IN	O
	case	NN	O
	the	DT	O
	data	NN	O
	indicates	VBZ	O
	that	IN	O
	a	DT	O
	correction	NN	O
	to	TO	O
	the	DT	O
	test	NN	B-opcon
	or	CC	O
	analysis	NN	B-opcon
	run	VBP	O
	needs	VBZ	B-opcon
	to	TO	O
	be	VB	O
	performed	VBN	O
	again	RB	O
	.	.	O
Sentence:78	Discrepancies	NNS	O
	and	CC	O
	nonconforming	JJ	O
	products	NNS	B-seterm
	should	MD	O
	be	VB	O
	recorded	VBN	O
	and	CC	O
	reported	VBN	O
	for	IN	O
	followup	JJ	O
	action	NN	O
	and	CC	O
	closure	NN	O
	.	.	O
Sentence:79	Verification	NN	B-opcon
	results	NNS	B-mea
	should	MD	O
	be	VB	O
	recorded	VBN	O
	in	IN	O
	a	DT	O
	requirements	NNS	B-opcon
	compliance	NN	O
	or	CC	O
	verification	NN	B-opcon
	matrix	NN	O
	or	CC	O
	other	JJ	O
	method	NN	O
	developed	VBD	O
	during	IN	O
	the	DT	O
	Technical	JJ	B-opcon
	Requirements	NNP	I-opcon
	Definition	NNP	I-opcon
	Process	NNP	I-opcon
	to	TO	O
	trace	VB	O
	compliance	NN	O
	for	IN	O
	each	DT	O
	product	NN	B-syscon
	requirement	NN	B-opcon
	.	.	O
Sentence:80	In	IN	O
	short	JJ	O
	,	,	O
	the	DT	O
	SEG	NNP	B-abb
	approach	NN	O
	must	MD	O
	equally	RB	O
	address	VB	O
	and	CC	O
	integrate	VB	O
	these	DT	O
	three	CD	B-cardinal
	key	NN	O
	elements	NNS	O
	:	:	O
	hardware	NN	B-syscon
	,	,	O
	software	NN	B-syscon
	,	,	O
	and	CC	O
	HSI	NNP	O
	.	.	O
Sentence:81	Waivers	NNS	O
	needed	VBD	O
	as	IN	O
	a	DT	O
	result	NN	O
	of	IN	O
	verification	NN	B-opcon
	to	TO	O
	request	VB	O
	relief	NN	O
	from	IN	O
	or	CC	O
	modify	VB	O
	a	DT	O
	requirement	NN	B-opcon
	are	VBP	O
	identified	VBN	O
	.	.	O
Sentence:82	NOTE	NN	O
	:	:	O
	Nonconformance	NN	O
	and	CC	O
	discrepancy	NN	B-mea
	reports	NNS	B-opcon
	may	MD	O
	be	VB	O
	directly	RB	O
	linked	VBN	O
	with	IN	O
	the	DT	O
	Technical	NNP	B-opcon
	RM	NNP	B-abb
	Process	NNP	B-opcon
	.	.	O
Sentence:83	Depending	VBG	O
	on	IN	O
	the	DT	O
	nature	NN	O
	of	IN	O
	the	DT	O
	nonconformance	NN	O
	,	,	O
	approval	NN	B-opcon
	through	IN	O
	such	JJ	O
	bodies	NNS	O
	as	IN	O
	a	DT	O
	Material	NNP	O
	Review	NNP	O
	Board	NNP	O
	or	CC	O
	CCB	NNP	O
	which	WDT	O
	typically	RB	O
	includes	VBZ	O
	RM	NNP	B-abb
	participation	NN	O
	may	MD	O
	be	VB	O
	required	VBN	O
	.	.	O
Sentence:84	System	NNP	B-syscon
	design	NN	B-opcon
	and	CC	O
	product	NN	B-opcon
	realization	NN	I-opcon
	process	NN	B-opcon
	activities	NNS	O
	may	MD	O
	be	VB	O
	required	VBN	O
	to	TO	O
	resolve	VB	O
	product	NN	B-syscon
	nonconformance	NN	O
	.	.	O
Sentence:85	If	IN	O
	the	DT	O
	mitigation	NN	B-opcon
	of	IN	O
	the	DT	O
	nonconformance	NN	O
	results	NNS	B-mea
	in	IN	O
	a	DT	O
	change	NN	O
	to	TO	O
	the	DT	O
	product	NN	B-syscon
	,	,	O
	the	DT	O
	verification	NN	B-opcon
	may	MD	O
	need	VB	B-opcon
	to	TO	O
	be	VB	O
	planned	VBN	O
	and	CC	O
	performed	VBN	O
	again	RB	O
	.	.	O
Sentence:86	Verification	NNP	B-opcon
	work	NN	O
	products	NNS	B-seterm
	inputs	VBZ	O
	to	TO	O
	the	DT	O
	Technical	NNP	B-opcon
	DM	NNP	O
	Process	NNP	B-opcon
	take	VB	O
	many	JJ	O
	forms	NNS	O
	and	CC	O
	involve	VB	O
	many	JJ	O
	sources	NNS	O
	of	IN	O
	information	NN	O
	.	.	O
Sentence:87	The	DT	O
	capture	NN	O
	and	CC	O
	recording	NN	O
	of	IN	O
	verification	NN	B-opcon
	results	NNS	B-mea
	and	CC	O
	related	JJ	O
	data	NNS	O
	is	VBZ	O
	a	DT	O
	very	RB	O
	important	JJ	O
	,	,	O
	but	CC	O
	often	RB	O
	underemphasized	JJ	O
	,	,	O
	step	NN	O
	in	IN	O
	the	DT	O
	Product	NNP	B-opcon
	Verification	NNP	I-opcon
	Process	NNP	I-opcon
	.	.	O
Sentence:88	Product	NNP	B-syscon
	verification	NN	B-opcon
	report	NN	O
	s	NN	O
	:	:	O
	A	DT	O
	report	NN	O
	shows	VBZ	O
	the	DT	O
	results	NNS	B-mea
	of	IN	O
	the	DT	O
	verification	NN	B-opcon
	activities	NNS	I-opcon
	.	.	O
Sentence:89	It	PRP	O
	includes	VBZ	O
	the	DT	O
	requirement	NN	B-opcon
	that	WDT	O
	was	VBD	O
	to	TO	O
	be	VB	O
	verified	VBN	O
	and	CC	O
	its	PRP$	O
	bidirectional	JJ	B-opcon
	traceability	NN	I-opcon
	,	,	O
	the	DT	O
	verification	NN	B-opcon
	method	NN	O
	used	VBN	O
	,	,	O
	and	CC	O
	reference	NN	O
	to	TO	O
	any	DT	O
	special	JJ	O
	equipment	NN	B-syscon
	,	,	O
	conditions	NNS	O
	,	,	O
	or	CC	O
	procedures	NNS	B-opcon
	used	VBN	O
	.	.	O
Sentence:90	It	PRP	O
	also	RB	O
	includes	VBZ	O
	the	DT	O
	results	NNS	B-mea
	of	IN	O
	the	DT	O
	verification	NN	B-opcon
	,	,	O
	any	DT	O
	anomalies	NNS	O
	,	,	O
	variations	NNS	O
	or	CC	O
	out	IN	O
	of	IN	O
	compliance	NN	O
	results	NNS	B-mea
	noted	VBD	O
	and	CC	O
	associated	JJ	O
	corrective	JJ	O
	actions	NNS	O
	taken	VBN	O
	.	.	O
Sentence:91	Therefore	RB	O
	,	,	O
	the	DT	O
	human	JJ	O
	element	NN	O
	is	VBZ	O
	some	DT	O
	thing	NN	O
	that	IN	O
	integration	NN	B-opcon
	and	CC	O
	SEG	NNP	B-abb
	processes	VBZ	B-seterm
	must	MD	O
	address	VB	O
	.	.	O
Sentence:92	gov	NN	O
	web	NN	O
	se	NN	B-abb
	doc	NN	O
	repository	NN	O
	for	IN	O
	additional	JJ	O
	guidance	NN	O
	on	IN	O
	:	:	O
	the	DT	O
	verification	NN	B-opcon
	approach	NN	I-opcon
	,	,	O
	verification	NN	B-opcon
	in	IN	O
	the	DT	O
	life	NN	B-opcon
	cycle	NN	I-opcon
	,	,	O
	verification	NN	B-opcon
	procedures	NNS	B-opcon
	,	,	O
	verification	NN	B-opcon
	reports	NNS	B-opcon
	end	NN	O
	to	TO	O
	end	VB	O
	testing	NN	B-opcon
	,	,	O
	use	NN	O
	of	IN	O
	modeling	NN	B-opcon
	and	CC	O
	simulations	NNS	B-opcon
	,	,	O
	and	CC	O
	hardware	NN	B-syscon
	in	IN	O
	the	DT	O
	loop	NN	O
	testing	NN	B-opcon
	.	.	O
Sentence:93	The	DT	O
	Product	NNP	B-opcon
	Validation	NNP	I-opcon
	Process	NNP	I-opcon
	is	VBZ	O
	the	DT	O
	second	JJ	O
	of	IN	O
	the	DT	O
	V	NNP	B-abb
	&	CC	I-abb
	V	NNP	I-abb
	processes	VBZ	B-seterm
	conducted	VBN	O
	on	IN	O
	an	DT	O
	implemented	VBN	O
	or	CC	O
	integrated	VBN	O
	end	JJ	B-syscon
	product	NN	I-syscon
	.	.	O
Sentence:94	This	DT	O
	is	VBZ	O
	achieved	VBN	O
	by	IN	O
	examining	VBG	O
	the	DT	O
	products	NNS	B-seterm
	of	IN	O
	the	DT	O
	system	NN	B-syscon
	at	IN	O
	every	DT	O
	level	NN	O
	of	IN	O
	the	DT	O
	product	NN	B-syscon
	structure	NN	B-seterm
	and	CC	O
	comparing	VBG	O
	them	PRP	O
	to	TO	O
	the	DT	O
	stakeholder	NN	B-mea
	expectations	NNS	I-mea
	for	IN	O
	that	DT	O
	level	NN	O
	.	.	O
Sentence:95	A	DT	O
	well	RB	O
	structured	JJ	O
	validation	NN	B-opcon
	process	NN	B-opcon
	can	MD	O
	save	VB	O
	cost	NN	B-mea
	and	CC	O
	schedule	NN	B-opcon
	while	IN	O
	meeting	VBG	O
	the	DT	O
	stakeholder	NN	B-mea
	expectations	NNS	I-mea
	.	.	O
Sentence:96	System	NNP	B-syscon
	validation	NN	B-opcon
	confirms	VBZ	O
	that	IN	O
	the	DT	O
	integrated	VBN	O
	realized	JJ	O
	end	NN	B-seterm
	products	NNS	I-seterm
	conform	NN	O
	to	TO	O
	stakeholder	VB	B-mea
	expectations	NNS	I-mea
	as	IN	O
	captured	VBN	O
	in	IN	O
	the	DT	O
	MOEs	NNP	O
	,	,	O
	MOPs	NNP	O
	,	,	O
	and	CC	O
	ConOps	NNP	B-abb
	.	.	O
Sentence:97	Validation	NNP	B-opcon
	also	RB	O
	ensures	VBZ	O
	that	IN	O
	any	DT	O
	anomalies	NNS	O
	discovered	VBN	O
	are	VBP	O
	appropriately	RB	O
	resolved	VBN	O
	prior	RB	O
	to	TO	O
	product	NN	B-syscon
	delivery	NN	O
	.	.	O
Sentence:98	This	DT	O
	section	NN	O
	discusses	VBZ	O
	the	DT	O
	process	NN	B-opcon
	activities	NNS	O
	,	,	O
	methods	NNS	O
	of	IN	O
	validation	NN	B-opcon
	,	,	O
	inputs	NNS	O
	and	CC	O
	outputs	NNS	O
	,	,	O
	and	CC	O
	potential	JJ	O
	deficiencies	NNS	O
	.	.	O
Sentence:99	Validation	NN	B-opcon
	plan	NN	O
	:	:	O
	This	DT	O
	plan	NN	O
	would	MD	O
	have	VB	O
	been	VBN	O
	developed	VBN	O
	under	IN	O
	the	DT	O
	Technical	NNP	B-opcon
	Planning	NNP	I-opcon
	Process	NNP	I-opcon
	and	CC	O
	baselined	VBD	O
	prior	RB	O
	to	TO	O
	entering	VBG	O
	this	DT	O
	process	NN	B-opcon
	.	.	O
Sentence:100	This	DT	O
	plan	NN	O
	may	MD	O
	be	VB	O
	a	DT	O
	separate	JJ	O
	document	NN	O
	or	CC	O
	a	DT	O
	section	NN	O
	within	IN	O
	the	DT	O
	V	NNP	B-abb
	&	CC	I-abb
	V	NNP	I-abb
	Plan	NNP	O
	.	.	O
Sentence:101	Baselined	VBN	O
	stakeholder	JJ	B-mea
	expectations	NNS	I-mea
	:	:	O
	These	DT	O
	would	MD	O
	have	VB	O
	been	VBN	O
	developed	VBN	O
	for	IN	O
	the	DT	O
	product	NN	B-syscon
	at	IN	O
	this	DT	O
	level	NN	O
	during	IN	O
	the	DT	O
	Stakeholder	NNP	B-opcon
	Expectations	NNP	I-opcon
	Definition	NNP	I-opcon
	Process	NNP	I-opcon
	.	.	O
Sentence:102	The	DT	O
	elements	NNS	O
	include	VBP	O
	all	DT	O
	hardware	NN	B-syscon
	,	,	O
	software	NN	B-syscon
	,	,	O
	equipment	NN	B-syscon
	,	,	O
	facilities	NNS	B-syscon
	,	,	O
	personnel	NNS	B-grp
	,	,	O
	processes	NNS	B-seterm
	,	,	O
	and	CC	O
	procedures	NNS	B-opcon
	needed	VBN	O
	for	IN	O
	this	DT	O
	purpose	NN	O
	.	.	O
Sentence:103	It	PRP	O
	includes	VBZ	O
	the	DT	O
	needs	NNS	B-opcon
	,	,	O
	goals	NNS	O
	,	,	O
	and	CC	O
	objectives	NNS	B-opcon
	as	RB	O
	well	RB	O
	as	IN	O
	the	DT	O
	baselined	VBN	O
	and	CC	O
	updated	VBN	O
	ConOps	NNP	B-abb
	and	CC	O
	MOEs	NNP	O
	.	.	O
Sentence:104	The	DT	O
	Product	NNP	B-opcon
	Validation	NNP	I-opcon
	Process	NNP	I-opcon
	demonstrates	VBZ	O
	that	IN	O
	the	DT	O
	end	NN	B-syscon
	product	NN	I-syscon
	satisfies	VBZ	O
	its	PRP$	O
	stakeholder	NN	B-grp
	customer	NN	B-grp
	and	CC	O
	other	JJ	O
	interested	JJ	O
	party	NN	O
	expectations	NNS	B-opcon
	MOEs	NNP	O
	within	IN	O
	the	DT	O
	intended	JJ	O
	operational	JJ	B-opcon
	environments	NNS	O
	,	,	O
	with	IN	O
	validation	NN	B-opcon
	performed	VBN	O
	by	IN	O
	anticipated	JJ	O
	operators	NNS	O
	and	CC	O
	or	CC	O
	users	NNS	B-grp
	whenever	WRB	O
	possible	JJ	O
	.	.	O
Sentence:105	The	DT	O
	method	NN	O
	of	IN	O
	validation	NN	B-opcon
	is	VBZ	O
	a	DT	O
	function	NN	O
	of	IN	O
	the	DT	O
	life	NN	B-opcon
	cycle	NN	I-opcon
	phase	NN	B-event
	and	CC	O
	the	DT	O
	position	NN	O
	of	IN	O
	the	DT	O
	end	NN	B-syscon
	product	NN	I-syscon
	within	IN	O
	the	DT	O
	system	NN	B-opcon
	structure	NN	I-opcon
	.	.	O
Sentence:106	Analysis	NN	B-opcon
	:	:	O
	The	DT	O
	use	NN	O
	of	IN	O
	mathematical	JJ	B-opcon
	modeling	NN	I-opcon
	and	CC	O
	analytical	JJ	B-opcon
	techniques	NNS	I-opcon
	to	TO	O
	predict	VB	O
	the	DT	O
	suitability	NN	B-mea
	of	IN	O
	a	DT	O
	design	NN	B-opcon
	to	TO	O
	stakeholder	VB	B-mea
	expectations	NNS	I-mea
	based	VBN	O
	on	IN	O
	calculated	VBN	O
	data	NNS	O
	or	CC	O
	data	NNS	O
	derived	VBN	O
	from	IN	O
	lower	JJR	O
	system	NN	B-opcon
	structure	NN	I-opcon
	end	NN	B-opcon
	product	NN	I-opcon
	verifications	NNS	I-opcon
	.	.	O
Sentence:107	Analysis	NN	B-opcon
	is	VBZ	O
	generally	RB	O
	used	VBN	O
	when	WRB	O
	a	DT	O
	prototype	NN	B-opcon
	;	:	O
	engineering	NN	B-opcon
	model	NN	I-opcon
	;	:	O
	or	CC	O
	fabricated	VBN	O
	,	,	O
	assembled	VBN	O
	,	,	O
	and	CC	O
	integrated	JJ	B-syscon
	product	NN	I-syscon
	is	VBZ	O
	not	RB	O
	available	JJ	O
	.	.	O
Sentence:108	Analysis	NN	B-opcon
	includes	VBZ	O
	the	DT	O
	use	NN	O
	of	IN	O
	modeling	NN	B-opcon
	and	CC	O
	simulation	NN	B-opcon
	as	IN	O
	analytical	JJ	B-opcon
	tools	NNS	I-opcon
	.	.	O
Sentence:109	A	DT	O
	model	NN	B-opcon
	is	VBZ	O
	a	DT	O
	mathematical	JJ	B-opcon
	representation	NN	I-opcon
	of	IN	O
	reality	NN	O
	.	.	O
Sentence:110	A	DT	O
	simulation	NN	B-opcon
	is	VBZ	O
	the	DT	O
	manipulation	NN	O
	of	IN	O
	a	DT	O
	model	NN	B-opcon
	.	.	O
Sentence:111	Demonstration	NN	B-seterm
	:	:	O
	Showing	NN	O
	that	IN	O
	the	DT	O
	use	NN	O
	of	IN	O
	an	DT	O
	end	NN	B-syscon
	product	NN	I-syscon
	achieves	VBZ	O
	the	DT	O
	stakeholder	NN	B-mea
	expectations	NNS	I-mea
	as	IN	O
	defined	VBN	O
	in	IN	O
	the	DT	O
	NGOs	NNP	O
	and	CC	O
	the	DT	O
	ConOps	NNP	B-abb
	.	.	O
Sentence:112	It	PRP	O
	is	VBZ	O
	generally	RB	O
	a	DT	O
	basic	JJ	O
	confirmation	NN	O
	of	IN	O
	behavioral	JJ	O
	capability	NN	O
	,	,	O
	differentiated	VBN	O
	from	IN	O
	testing	VBG	B-opcon
	by	IN	O
	the	DT	O
	lack	NN	O
	of	IN	O
	detailed	JJ	O
	data	NNS	B-opcon
	gathering	NN	I-opcon
	.	.	O
Sentence:113	The	DT	O
	exact	JJ	O
	role	NN	O
	and	CC	O
	responsibility	NN	O
	of	IN	O
	the	DT	O
	SER	NNP	B-abb
	may	MD	O
	change	VB	O
	from	IN	O
	project	NN	B-seterm
	to	TO	O
	project	VB	B-seterm
	depending	VBG	O
	on	IN	O
	the	DT	O
	size	NN	O
	and	CC	O
	complexity	NN	O
	of	IN	O
	the	DT	O
	project	NN	B-seterm
	and	CC	O
	from	IN	O
	phase	NN	B-event
	to	TO	O
	phase	NN	B-event
	of	IN	O
	the	DT	O
	life	NN	B-opcon
	cycle	NN	I-opcon
	.	.	O
Sentence:114	There	EX	O
	are	VBP	O
	four	CD	O
	levels	NNS	O
	of	IN	O
	proficiencies	NNS	O
	associated	VBN	O
	with	IN	O
	each	DT	O
	of	IN	O
	these	DT	O
	competencies	NNS	O
	:	:	O
	Team	NN	O
	Practitioner	NNP	O
	Technical	NNP	B-opcon
	Engineer	NNP	O
	.	.	O
Sentence:115	Demonstrations	NNS	O
	can	MD	O
	involve	VB	O
	the	DT	O
	use	NN	O
	of	IN	O
	physical	JJ	B-opcon
	models	NNS	B-opcon
	or	CC	O
	mock	NN	B-opcon
	ups	NNS	I-opcon
	;	:	O
	for	IN	O
	example	NN	O
	,	,	O
	an	DT	O
	expectation	NN	O
	that	IN	O
	controls	NNS	B-syscon
	are	VBP	O
	readable	JJ	O
	by	IN	O
	the	DT	O
	pilot	NN	B-grp
	in	IN	O
	low	JJ	O
	light	JJ	O
	conditions	NNS	O
	could	MD	O
	be	VB	O
	validated	VBN	O
	by	IN	O
	having	VBG	O
	a	DT	O
	pilot	NN	B-grp
	perform	NN	O
	flight	NN	B-syscon
	related	VBN	O
	tasks	NNS	O
	in	IN	O
	a	DT	O
	cockpit	NN	B-syscon
	mock	NN	I-syscon
	up	RB	I-syscon
	or	CC	O
	simulator	NN	B-syscon
	under	IN	O
	those	DT	O
	conditions	NNS	O
	.	.	O
Sentence:116	Inspection	NN	B-opcon
	:	:	O
	The	DT	O
	visual	JJ	O
	examination	NN	O
	of	IN	O
	a	DT	O
	realized	JJ	O
	end	NN	B-syscon
	product	NN	I-syscon
	.	.	O
Sentence:117	Inspection	NN	B-opcon
	is	VBZ	O
	generally	RB	O
	used	VBN	O
	to	TO	O
	validate	VB	O
	the	DT	O
	presence	NN	O
	of	IN	O
	a	DT	O
	physical	JJ	B-opcon
	design	NN	B-opcon
	features	NNS	O
	or	CC	O
	specific	JJ	O
	manufacturer	NN	O
	identification	NN	O
	.	.	O
Sentence:118	Test	NN	B-opcon
	:	:	O
	The	DT	O
	use	NN	O
	of	IN	O
	an	DT	O
	end	NN	B-syscon
	product	NN	I-syscon
	to	TO	O
	obtain	VB	O
	detailed	JJ	O
	data	NNS	O
	needed	VBN	O
	to	TO	O
	determine	VB	O
	a	DT	O
	behavior	NN	B-mea
	,	,	O
	or	CC	O
	provide	VB	O
	sufficient	JJ	O
	information	NN	O
	to	TO	O
	determine	VB	O
	a	DT	O
	behavior	NN	B-mea
	through	IN	O
	further	JJ	O
	analysis	NN	B-opcon
	.	.	O
Sentence:119	Testing	VBG	B-opcon
	can	MD	O
	be	VB	O
	conducted	VBN	O
	on	IN	O
	final	JJ	O
	end	NN	B-seterm
	products	NNS	I-seterm
	,	,	O
	breadboards	NNS	O
	,	,	O
	brassboards	NNS	O
	,	,	O
	or	CC	O
	prototypes	NNS	O
	.	.	O
Sentence:120	Testing	VBG	B-opcon
	produces	VBZ	O
	information	NN	O
	at	IN	O
	discrete	JJ	O
	points	NNS	O
	for	IN	O
	each	DT	O
	specified	VBN	O
	expectation	NN	O
	under	IN	O
	controlled	VBN	O
	conditions	NNS	O
	and	CC	O
	is	VBZ	O
	the	DT	O
	most	RBS	O
	resource	JJ	O
	intensive	JJ	O
	validation	NN	B-opcon
	technique	NN	O
	.	.	O
Sentence:121	In	IN	O
	addition	NN	O
	to	TO	O
	the	DT	O
	V	NNP	B-abb
	&	CC	I-abb
	V	NNP	I-abb
	Plan	NNP	O
	,	,	O
	other	JJ	O
	documentation	NN	O
	such	JJ	O
	as	IN	O
	the	DT	O
	ConOps	NNP	B-abb
	and	CC	O
	HSI	NNP	O
	Plan	NNP	O
	may	MD	O
	be	VB	O
	useful	JJ	O
	.	.	O
Sentence:122	The	DT	O
	product	NN	B-syscon
	to	TO	O
	be	VB	O
	validated	VBN	O
	output	NN	O
	from	IN	O
	implementation	NN	B-opcon
	,	,	O
	or	CC	O
	integration	NN	B-opcon
	and	CC	O
	verifi	NN	O
	cation	NN	O
	,	,	O
	as	RB	O
	well	RB	O
	as	IN	O
	the	DT	O
	appropriate	JJ	O
	enabling	NN	B-opcon
	products	NNS	I-opcon
	and	CC	O
