Word	Tag
and	O
responsibility	O
of	O
the	O
SER	B-abb
may	O
change	O
from	O
project	B-seterm
to	O
project	B-seterm
depending	O
on	O
the	O
size	O
and	O
complexity	O
of	O
the	O
project	B-seterm
and	O
from	O
phase	B-event
to	O
phase	B-event
of	O
the	O
life	B-opcon
cycle	I-opcon
.	O
There	O
are	O
four	O
levels	O
of	O
proficiencies	O
associated	O
with	O
each	O
of	O
these	O
competencies	O
:	O
Team	O
Practitioner	O
Technical	B-opcon
Engineer	O
.	O
Demonstrations	O
can	O
involve	O
the	O
use	O
of	O
physical	B-opcon
models	B-opcon
or	O
mock	B-opcon
ups	I-opcon
;	O
for	O
example	O
,	O
an	O
expectation	O
that	O
controls	B-syscon
are	O
readable	O
by	O
the	O
pilot	B-grp
in	O
low	O
light	O
conditions	O
could	O
be	O
validated	O
by	O
having	O
a	O
pilot	B-grp
perform	O
flight	B-syscon
related	O
tasks	O
in	O
a	O
cockpit	B-syscon
mock	I-syscon
up	I-syscon
or	O
simulator	B-syscon
under	O
those	O
conditions	O
.	O
Inspection	B-opcon
:	O
The	O
visual	O
examination	O
of	O
a	O
realized	O
end	B-syscon
product	I-syscon
.	O
Inspection	B-opcon
is	O
generally	O
used	O
to	O
validate	O
the	O
presence	O
of	O
a	O
physical	B-opcon
design	B-opcon
features	O
or	O
specific	O
manufacturer	O
identification	O
.	O
Test	B-opcon
:	O
The	O
use	O
of	O
an	O
end	B-syscon
product	I-syscon
to	O
obtain	O
detailed	O
data	O
needed	O
to	O
determine	O
a	O
behavior	B-mea
,	O
or	O
provide	O
sufficient	O
information	O
to	O
determine	O
a	O
behavior	B-mea
through	O
further	O
analysis	B-opcon
.	O
Testing	B-opcon
can	O
be	O
conducted	O
on	O
final	O
end	B-seterm
products	I-seterm
,	O
breadboards	O
,	O
brassboards	O
,	O
or	O
prototypes	O
.	O
Testing	B-opcon
produces	O
information	O
at	O
discrete	O
points	O
for	O
each	O
specified	O
expectation	O
under	O
controlled	O
conditions	O
and	O
is	O
the	O
most	O
resource	O
intensive	O
validation	B-opcon
technique	O
.	O
In	O
addition	O
to	O
the	O
V	B-abb
&	I-abb
V	I-abb
Plan	O
,	O
other	O
documentation	O
such	O
as	O
the	O
ConOps	B-abb
and	O
HSI	O
Plan	O
may	O
be	O
useful	O
.	O
The	O
product	B-syscon
to	O
be	O
validated	O
output	O
from	O
implementation	B-opcon
,	O
or	O
integration	B-opcon
and	O
verifi	O
cation	O
,	O
as	O
well	O
as	O
the	O
appropriate	O
enabling	B-opcon
products	I-opcon
and	O
support	O
resources	O
requirements	B-opcon
identified	O
and	O
acquisition	B-opcon
initiated	O
by	O
design	B-opcon
solution	I-opcon
activities	O
with	O
which	O
validation	B-opcon
will	O
be	O
conducted	O
should	O
be	O
collected	O
.	O
Enabling	B-opcon
products	I-opcon
includes	O
those	O
representing	O
external	O
interfacing	O
products	B-seterm
and	O
special	O
test	B-opcon
equipment	B-syscon
.	O
Support	O
resources	O
include	O
personnel	B-grp
necessary	O
to	O
support	O
validation	B-opcon
and	O
operators	O
.	O
Team	O
Lead	O
Subsystem	O
Lead	O
.	O
Procedures	B-opcon
,	O
capturing	O
detailed	O
step	O
by	O
step	O
activities	O
and	O
based	O
on	O
the	O
validation	B-opcon
type	O
and	O
methods	O
are	O
finalized	O
and	O
approved	O
.	O
Development	B-opcon
of	O
procedures	B-opcon
typically	O
begins	O
during	O
the	O
design	B-event
phase	I-event
of	O
the	O
project	B-opcon
life	I-opcon
cycle	I-opcon
and	O
matures	O
as	O
the	O
design	B-opcon
is	O
matured	O
.	O
The	O
validation	B-opcon
environment	O
is	O
considered	O
as	O
part	O
of	O
procedure	B-opcon
development	I-opcon
.	O
Operational	B-opcon
scenarios	I-opcon
are	O
assessed	O
to	O
explore	O
all	O
possible	O
validation	B-opcon
activities	O
to	O
be	O
performed	O
.	O
When	O
operator	B-grp
or	O
other	O
user	B-grp
interaction	O
is	O
involved	O
,	O
it	O
is	O
important	O
to	O
ensure	O
that	O
humans	B-grp
are	O
properly	O
represented	O
in	O
the	O
validation	B-opcon
activities	O
.	O
This	O
includes	O
physical	B-opcon
size	O
,	O
skills	O
,	O
knowledge	O
,	O
training	O
,	O
clothing	O
,	O
special	O
gear	O
,	O
and	O
tools	O
.	O
When	O
possible	O
,	O
actual	O
end	O
users	B-grp
operators	O
should	O
be	O
used	O
and	O
other	O
stakeholders	B-grp
should	O
participate	O
or	O
observe	O
activities	O
as	O
appropriate	O
and	O
practical	O
.	O
The	O
act	O
of	O
validating	O
the	O
end	B-syscon
product	I-syscon
is	O
performed	O
as	O
spelled	O
out	O
in	O
the	O
validation	B-opcon
plans	O
and	O
procedures	B-opcon
,	O
and	O
the	O
conformance	O
established	O
to	O
each	O
specified	O
stakeholder	B-grp
expectation	O
MOEs	O
and	O
ConOps	B-abb
shows	O
that	O
the	O
validation	B-opcon
objectives	B-opcon
were	O
met	O
.	O
Validation	B-opcon
differs	O
from	O
qualification	O
testing	B-opcon
.	O
Validation	B-opcon
testing	I-opcon
is	O
focused	O
on	O
the	O
expected	O
environments	O
and	O
operations	B-opcon
of	O
the	O
system	B-syscon
where	O
as	O
qualification	O
testing	B-opcon
includes	O
the	O
worst	O
case	O
loads	O
and	O
environmental	O
requirements	B-opcon
within	O
which	O
the	O
system	B-syscon
is	O
expected	O
to	O
perform	O
or	O
survive	O
.	O
This	O
includes	O
identifying	O
stakeholders	B-grp
,	O
establishing	O
support	O
strategies	O
,	O
Design	B-opcon
Expectation	O
establishing	O
a	O
set	O
of	O
MOEs	O
,	O
validating	O
stakeholder	B-grp
Definition	O
&	O
expectation	O
statements	O
,	O
and	O
obtaining	O
commitments	O
from	O
the	O
customer	B-grp
and	O
other	O
Management	O
stakeholders	B-grp
,	O
as	O
well	O
as	O
using	O
the	O
baselined	O
stakeholder	B-mea
expectations	I-mea
for	O
product	B-syscon
validation	B-opcon
during	O
product	B-syscon
realization	O
The	O
verification	B-opcon
lead	O
should	O
ensure	O
that	O
the	O
procedures	B-opcon
were	O
followed	O
and	O
performed	O
as	O
planned	O
,	O
the	O
validation	B-opcon
enabling	B-opcon
products	I-opcon
and	O
instrumentation	O
were	O
calibrated	O
correctly	O
,	O
and	O
the	O
data	O
were	O
collected	O
and	O
recorded	O
for	O
required	O
validation	B-opcon
measures	O
.	O
When	O
a	O
discrepancy	B-mea
is	O
observed	O
,	O
the	O
validation	B-opcon
should	O
be	O
stopped	O
and	O
a	O
discrepancy	B-mea
report	O
generated	O
.	O
The	O
activities	O
and	O
events	O
leading	O
up	O
to	O
the	O
discrepancy	B-mea
should	O
be	O
analyzed	O
to	O
determine	O
if	O
a	O
nonconforming	B-syscon
product	I-syscon
exists	O
or	O
there	O
is	O
an	O
issue	O
with	O
the	O
verification	B-opcon
procedure	O
,	O
conduct	O
,	O
or	O
conditions	O
.	O
If	O
there	O
are	O
no	O
product	B-syscon
issues	O
,	O
the	O
validation	B-opcon
is	O
replanned	O
as	O
necessary	O
,	O
the	O
environment	O
preparation	O
anomalies	O
are	O
corrected	O
,	O
and	O
the	O
validation	B-opcon
is	O
conducted	O
again	O
with	O
improved	O
or	O
correct	O
procedures	B-opcon
and	O
resources	O
.	O
The	O
Decision	B-opcon
Analysis	I-opcon
Process	I-opcon
should	O
be	O
used	O
to	O
make	O
decisions	O
with	O
respect	O
to	O
needed	O
changes	O
to	O
the	O
validation	B-opcon
plans	O
,	O
environment	O
,	O
and	O
or	O
conduct	O
.	O
Once	O
the	O
validation	B-opcon
activities	O
have	O
been	O
completed	O
,	O
the	O
results	B-mea
are	O
collected	O
and	O
the	O
data	O
are	O
analyzed	O
to	O
confirm	O
that	O
the	O
end	B-syscon
product	I-syscon
provided	O
will	O
supply	O
the	O
customer	B-grp
s	O
needed	O
capabilities	B-opcon
within	O
the	O
intended	O
environments	O
of	O
use	O
,	O
validation	B-opcon
procedures	B-opcon
were	O
followed	O
,	O
and	O
enabling	B-opcon
products	I-opcon
and	O
supporting	O
resources	O
functioned	O
correctly	O
.	O
The	O
data	O
are	O
also	O
analyzed	O
for	O
quality	O
,	O
integrity	O
,	O
correctness	O
,	O
consistency	O
,	O
and	O
validity	O
,	O
and	O
any	O
unsuitable	O
products	B-seterm
or	O
product	B-syscon
attributes	O
are	O
identified	O
and	O
reported	O
.	O
It	O
is	O
important	O
to	O
compare	O
the	O
actual	O
validation	B-opcon
results	B-mea
to	O
the	O
expected	O
results	B-mea
.	O
If	O
discrepancies	O
are	O
found	O
,	O
it	O
needs	B-opcon
TBD	O
if	O
they	O
are	O
a	O
result	O
of	O
the	O
test	B-opcon
configuration	B-opcon
or	O
analysis	B-opcon
assumptions	O
or	O
whether	O
they	O
are	O
a	O
true	O
characteristic	O
or	O
behavior	B-mea
of	O
the	O
end	B-syscon
product	I-syscon
.	O
If	O
it	O
is	O
found	O
to	O
be	O
a	O
result	O
of	O
the	O
test	B-opcon
configuration	B-opcon
,	O
the	O
configuration	B-opcon
should	O
be	O
corrected	O
and	O
the	O
validation	B-opcon
repeated	O
.	O
This	O
includes	O
analyzing	O
the	O
scope	O
of	O
the	O
Definition	O
technical	B-opcon
problems	O
to	O
be	O
solved	O
,	O
defining	O
constraints	B-seterm
affecting	O
the	O
designs	B-opcon
,	O
defining	O
the	O
performance	B-opcon
requirements	I-opcon
,	O
validating	O
the	O
resulting	O
technical	B-opcon
requirement	B-opcon
statements	O
,	O
defining	O
the	O
MOPs	O
for	O
each	O
MOE	O
,	O
and	O
defining	O
appropriate	O
TPMs	O
by	O
which	O
technical	B-opcon
progress	O
will	O
be	O
assessed	O
.	O
If	O
it	O
is	O
found	O
to	O
be	O
a	O
result	O
of	O
the	O
end	B-syscon
product	I-syscon
being	O
validated	O
,	O
discussions	O
with	O
the	O
customer	B-grp
should	O
be	O
held	O
and	O
any	O
required	O
system	B-syscon
design	B-opcon
and	O
product	B-opcon
realization	I-opcon
process	B-opcon
activities	O
should	O
be	O
conducted	O
to	O
resolve	O
deficiencies	O
.	O
The	O
deficiencies	O
along	O
with	O
recommended	O
corrective	O
actions	O
and	O
resolution	O
results	B-mea
should	O
be	O
recorded	O
,	O
and	O
validation	B-opcon
should	O
be	O
repeated	O
,	O
as	O
required	O
.	O
Based	O
on	O
the	O
results	B-mea
of	O
the	O
Product	B-opcon
Validation	I-opcon
Process	I-opcon
,	O
it	O
could	O
become	O
necessary	O
to	O
re	O
engineer	O
a	O
deficient	O
end	B-syscon
product	I-syscon
.	O
Care	O
should	O
be	O
taken	O
that	O
correcting	O
a	O
deficiency	O
or	O
set	O
of	O
deficiencies	O
does	O
not	O
generate	O
a	O
new	O
issue	O
with	O
a	O
part	O
or	O
performance	B-mea
that	O
had	O
previously	O
operated	O
satisfactorily	O
.	O
Regression	O
testing	B-opcon
,	O
a	O
formal	O
process	B-opcon
of	O
rerunning	O
previously	O
used	O
acceptance	O
tests	O
primarily	O
used	O
for	O
software	B-syscon
,	O
is	O
one	B-cardinal
method	O
to	O
ensure	O
a	O
change	O
does	O
not	O
affect	O
function	O
or	O
performance	B-mea
that	O
was	O
previously	O
accepted	O
.	O
Validation	B-opcon
outcomes	O
can	O
be	O
unsatisfactory	O
for	O
several	O
reasons	O
.	O
A	O
second	O
reason	O
could	O
be	O
a	O
shortfall	O
in	O
the	O
verification	B-opcon
process	I-opcon
of	O
the	O
end	B-syscon
product	I-syscon
.	O
This	O
could	O
create	O
the	O
need	B-opcon
for	O
:	O
Of	O
course	O
,	O
the	O
ultimate	O
reason	O
for	O
performing	O
validation	B-opcon
is	O
to	O
determine	O
if	O
the	O
design	B-opcon
itself	O
is	O
the	O
right	O
design	B-opcon
for	O
meeting	O
stakeholder	B-mea
expectations	I-mea
.	O
After	O
any	O
and	O
all	O
validation	B-opcon
test	B-opcon
deficiencies	O
are	O
ruled	O
out	O
,	O
the	O
true	O
value	B-mea
of	O
validation	B-opcon
is	O
to	O
identify	O
design	B-opcon
changes	O
needed	O
to	O
ensure	O
the	O
program	B-opcon
product	B-syscon
s	O
mission	B-seterm
.	O
This	O
includes	O
decomposing	O
and	O
analyzing	O
by	O
function	O
,	O
time	B-mea
,	O
behavior	B-mea
,	O
data	O
flow	O
,	O
object	O
,	O
and	O
other	O
models	B-opcon
.	O
Validation	B-opcon
should	O
be	O
performed	O
as	O
early	O
and	O
as	O
iteratively	O
as	O
possible	O
in	O
the	O
SE	B-abb
process	B-opcon
since	O
the	O
earlier	O
re	O
engineering	B-seterm
needs	B-opcon
are	O
discovered	O
,	O
the	O
less	O
expensive	O
they	O
are	O
to	O
resolve	O
.	O
Sometimes	O
systems	B-syscon
successfully	O
complete	O
verification	B-opcon
but	O
then	O
are	O
unsuccessful	O
in	O
some	O
critical	O
phase	B-event
of	O
the	O
validation	B-opcon
process	B-opcon
,	O
delaying	O
development	B-opcon
and	O
causing	O
extensive	O
rework	O
and	O
possible	O
compromises	B-seterm
with	O
the	O
stakeholder	B-grp
.	O
Developing	O
a	O
solid	O
ConOps	B-abb
in	O
early	O
phases	B-event
of	O
the	O
project	B-seterm
and	O
refining	O
it	O
through	O
the	O
requirements	B-opcon
development	B-opcon
and	O
design	B-opcon
phases	B-event
is	O
critical	O
to	O
preventing	O
unsuccessful	O
validation	B-opcon
.	O
Similarly	O
,	O
developing	O
clear	O
expectations	B-opcon
for	O
user	B-grp
community	O
involvement	O
in	O
the	O
HSI	O
Plan	O
is	O
critical	O
to	O
successful	O
validation	B-opcon
.	O
Frequent	O
and	O
iterative	B-opcon
communications	O
with	O
stakeholders	B-grp
helps	O
to	O
identify	O
operational	B-opcon
scenarios	I-opcon
and	O
key	O
needs	B-opcon
that	O
should	O
be	O
understood	O
when	O
designing	O
and	O
implementing	O
the	O
end	B-syscon
product	I-syscon
.	O
Should	O
the	O
product	B-syscon
fail	O
validation	B-opcon
,	O
redesign	O
may	O
be	O
a	O
necessary	O
reality	O
.	O
Review	O
of	O
the	O
understood	O
requirements	B-opcon
set	O
,	O
the	O
existing	O
design	B-opcon
,	O
operational	B-opcon
scenarios	I-opcon
,	O
user	B-grp
population	O
numbers	O
and	O
skills	O
,	O
training	O
,	O
and	O
support	O
material	O
may	O
be	O
necessary	O
,	O
as	O
well	O
as	O
negotiations	O
and	O
compromises	B-seterm
with	O
the	O
customer	B-grp
,	O
other	O
stakeholders	B-grp
,	O
and	O
or	O
end	O
users	B-grp
to	O
determine	O
what	O
,	O
if	O
anything	O
,	O
can	O
be	O
done	O
to	O
correct	O
or	O
resolve	O
the	O
situation	O
.	O
This	O
can	O
add	O
time	B-mea
and	O
cost	B-mea
to	O
the	O
overall	O
project	B-seterm
or	O
,	O
in	O
some	O
cases	O
,	O
cause	O
the	O
project	B-seterm
to	O
fail	O
or	O
be	O
canceled	O
.	O
Validation	B-opcon
work	O
products	B-seterm
inputs	O
to	O
the	O
Technical	B-opcon
DM	O
Process	B-opcon
take	O
many	O
forms	O
and	O
involve	O
many	O
sources	O
of	O
information	O
.	O
The	O
capture	O
and	O
recording	O
of	O
validation	B-opcon
related	O
data	O
is	O
a	O
very	O
important	O
,	O
but	O
often	O
underemphasized	O
,	O
step	O
in	O
the	O
Product	B-opcon
Validation	I-opcon
Process	I-opcon
.	O
It	O
also	O
includes	O
allocating	O
requirements	B-opcon
to	O
these	O
decomposition	O
models	B-opcon
,	O
resolving	O
conflicts	O
between	O
derived	B-opcon
requirements	I-opcon
as	O
revealed	O
by	O
the	O
models	B-opcon
,	O
defining	O
a	O
system	B-opcon
architecture	I-opcon
for	O
establishing	O
the	O
levels	O
of	O
allocation	O
,	O
and	O
validating	O
the	O
derived	O
technical	B-opcon
requirements	I-opcon
.	O
often	O
captured	O
in	O
a	O
matrix	O
or	O
other	O
tool	O
see	O
Appendix	O
E	O
.	O
NOTE	O
:	O
For	O
systems	B-syscon
where	O
only	O
a	O
single	O
deliverable	O
item	O
is	O
developed	O
,	O
the	O
Product	B-opcon
Validation	I-opcon
Process	I-opcon
normally	O
completes	O
acceptance	O
testing	B-opcon
of	O
the	O
system	B-syscon
.	O
However	O
,	O
for	O
systems	B-syscon
with	O
several	O
production	O
units	O
,	O
it	O
is	O
important	O
to	O
understand	O
that	O
continuing	O
V	B-abb
&	I-abb
V	I-abb
is	O
not	O
an	O
appropriate	O
approach	O
to	O
use	O
for	O
the	O
items	O
following	O
the	O
first	O
deliverable	O
.	O
Instead	O
,	O
acceptance	O
testing	B-opcon
is	O
the	O
preferred	O
means	O
to	O
ensure	O
that	O
subsequent	O
deliverables	O
meet	O
stakeholder	B-mea
expectations	I-mea
.	O
Product	B-syscon
validation	B-opcon
report	O
:	O
This	O
report	O
provides	O
the	O
evidence	O
of	O
product	B-syscon
conformance	O
with	O
the	O
stakeholder	B-mea
expectations	I-mea
that	O
were	O
identified	O
as	O
being	O
validated	O
for	O
the	O
product	B-syscon
at	O
this	O
layer	O
.	O
It	O
includes	O
any	O
nonconformance	O
,	O
anomalies	O
,	O
or	O
other	O
corrective	O
actions	O
that	O
were	O
taken	O
.	O
gov	O
web	O
se	B-abb
doc	O
repository	O
for	O
additional	O
guidance	O
on	O
:	O
use	O
of	O
modeling	B-opcon
and	O
simulation	B-opcon
,	O
software	B-syscon
validation	B-opcon
,	O
and	O
taking	O
credit	O
for	O
validation	B-opcon
.	O
The	O
Product	B-opcon
Transition	I-opcon
Process	I-opcon
is	O
used	O
to	O
transition	B-opcon
a	O
verified	O
and	O
validated	O
end	B-syscon
product	I-syscon
that	O
has	O
been	O
generated	O
by	O
product	B-syscon
implementation	B-opcon
or	O
product	B-syscon
integration	B-opcon
to	O
the	O
customer	B-grp
at	O
the	O
next	O
level	O
in	O
the	O
system	B-opcon
structure	I-opcon
for	O
integration	B-opcon
into	O
an	O
end	B-syscon
product	I-syscon
or	O
,	O
for	O
the	O
top	O
level	O
end	B-syscon
product	I-syscon
,	O
transitioned	O
to	O
the	O
intended	O
end	O
user	B-grp
.	O
The	O
form	O
of	O
the	O
product	B-syscon
transitioned	O
will	O
be	O
a	O
function	O
of	O
the	O
product	B-opcon
life	I-opcon
cycle	I-opcon
phase	B-opcon
success	I-opcon
criteria	I-opcon
and	O
the	O
location	O
within	O
the	O
system	B-opcon
structure	I-opcon
of	O
the	O
WBS	B-opcon
model	I-opcon
in	O
which	O
the	O
end	B-syscon
product	I-syscon
exists	O
.	O
The	O
SER	B-abb
involvement	O
in	O
this	O
process	B-opcon
includes	O
ensuring	O
the	O
product	B-syscon
being	O
transitioned	O
has	O
been	O
properly	O
tested	O
and	O
verified	O
validated	O
prior	O
to	O
being	O
shipped	O
to	O
the	O
next	O
level	O
stakeholder	B-grp
customer	B-grp
.	O
Definition	O
A	O
full	O
technical	B-opcon
data	I-opcon
package	I-opcon
is	O
developed	O
describing	O
the	O
selected	O
solution	O
.	O
Product	B-syscon
transition	B-opcon
occurs	O
during	O
all	O
phases	B-event
of	O
the	O
life	B-opcon
cycle	I-opcon
.	O
During	O
the	O
early	O
phases	B-event
,	O
the	O
technical	B-grp
team	I-grp
s	O
products	B-seterm
are	O
documents	O
,	O
models	B-opcon
,	O
studies	O
,	O
and	O
reports	B-opcon
.	O
As	O
the	O
project	B-seterm
moves	O
through	O
the	O
life	B-opcon
cycle	I-opcon
,	O
these	O
paper	O
or	O
soft	O
products	B-seterm
are	O
transformed	O
through	O
implementation	B-opcon
and	O
integration	B-opcon
processes	B-seterm
into	O
hardware	B-syscon
and	O
software	B-syscon
solutions	O
to	O
meet	O
the	O
stakeholder	B-mea
expectations	I-mea
.	O
They	O
are	O
repeated	O
with	O
different	O
degrees	O
of	O
rigor	O
throughout	O
the	O
life	B-opcon
cycle	I-opcon
.	O
The	O
Product	B-opcon
Transition	I-opcon
Process	I-opcon
includes	O
product	B-syscon
transitions	O
from	O
one	B-cardinal
level	O
of	O
the	O
system	B-opcon
architecture	I-opcon
upward	O
.	O
The	O
Product	B-opcon
Transition	I-opcon
Process	I-opcon
is	O
the	O
last	O
of	O
the	O
product	B-opcon
realization	I-opcon
processes	I-opcon
,	O
and	O
it	O
is	O
a	O
bridge	O
from	O
one	B-cardinal
level	O
of	O
the	O
system	B-syscon
to	O
the	O
next	O
higher	O
level	O
.	O
The	O
Product	B-opcon
Transition	I-opcon
Process	I-opcon
is	O
the	O
key	O
to	O
bridge	O
from	O
one	B-cardinal
activity	B-opcon
,	O
subsystem	O
,	O
or	O
element	O
to	O
the	O
overall	O
engineered	O
system	B-syscon
.	O
As	O
the	O
system	B-syscon
development	B-opcon
nears	O
completion	O
,	O
the	O
Product	B-opcon
Transition	I-opcon
Process	I-opcon
is	O
again	O
applied	O
for	O
the	O
end	B-syscon
product	I-syscon
,	O
but	O
with	O
much	O
more	O
rigor	O
since	O
now	O
the	O
transition	B-opcon
objective	B-opcon
is	O
delivery	O
of	O
the	O
system	B-syscon
level	O
end	B-syscon
product	I-syscon
to	O
the	O
actual	O
end	O
user	B-grp
.	O
Depending	O
on	O
the	O
kind	O
or	O
category	O
of	O
system	B-syscon
developed	O
,	O
this	O
may	O
involve	O
a	O
Center	O
or	O
the	O
Agency	O
and	O
impact	O
thousands	O
of	O
individuals	O
storing	O
,	O
handling	O
,	O
and	O
transporting	O
multiple	O
end	B-seterm
products	I-seterm
;	O
preparing	O
user	B-grp
sites	O
;	O
training	O
operators	O
and	O
maintenance	O
personnel	B-grp
;	O
and	O
installing	O
and	O
sustaining	O
,	O
as	O
applicable	O
.	O
Examples	O
are	O
transitioning	O
the	O
external	O
tank	O
,	O
solid	O
rocket	O
boosters	O
,	O
and	O
orbiter	O
to	O
KSC	O
for	O
integration	B-opcon
and	O
flight	B-syscon
.	O
This	O
includes	O
generating	O
a	O
full	O
design	B-opcon
description	O
for	O
the	O
selected	O
solution	O
;	O
developing	O
a	O
set	O
of	O
make	O
to	O
,	O
buy	O
to	O
,	O
reuse	O
to	O
,	O
specifications	B-opcon
;	O
and	O
initiating	O
the	O
development	B-opcon
or	O
acquisition	B-opcon
of	O
system	B-syscon
products	B-seterm
and	O
enabling	B-opcon
products	I-opcon
.	O
Another	O
example	O
is	O
the	O
transition	B-opcon
of	O
a	O
software	B-syscon
subsystem	O
for	O
integration	B-opcon
into	O
a	O
combined	O
hardware	B-syscon
software	B-syscon
system	B-syscon
.	O
Products	B-seterm
transition	B-opcon
that	O
is	O
taking	O
place	O
,	O
and	O
the	O
location	O
to	O
Early	O
phase	B-event
products	B-seterm
can	O
take	O
the	O
form	O
of	O
infor	O
which	O
the	O
product	B-syscon
is	O
transitioning	O
.	O
research	O
using	O
analytical	O
or	O
physical	B-opcon
models	B-opcon
and	O
are	O
often	O
in	O
paper	O
or	O
electronic	O
form	O
.	O
from	O
the	O
Product	B-opcon
Validation	I-opcon
Process	I-opcon
:	O
The	O
prod	O
or	O
science	O
activities	O
is	O
a	O
report	O
,	O
paper	O
,	O
model	B-opcon
,	O
or	O
uct	O
to	O
be	O
transitioned	O
can	O
take	O
several	O
forms	O
.	O
It	O
even	O
an	O
oral	O
presentation	O
.	O
In	O
a	O
sense	O
,	O
the	O
dissem	O
can	O
be	O
a	O
subsystem	O
component	O
,	O
system	B-syscon
assembly	B-opcon
,	O
ination	O
of	O
information	O
gathered	O
through	O
NASA	O
or	O
top	O
level	O
end	B-syscon
product	I-syscon
.	O
It	O
can	O
be	O
hardware	B-syscon
,	O
ana	O
research	O
and	O
development	B-opcon
is	O
an	O
important	O
form	O
lytical	O
models	B-opcon
,	O
or	O
software	B-syscon
.	O
It	O
can	O
be	O
newly	O
built	O
,	O
of	O
product	B-syscon
transition	B-opcon
.	O
A	O
product	B-syscon
can	O
transition	B-opcon
from	O
a	O
lower	O
system	B-syscon
product	B-syscon
to	O
a	O
higher	O
one	B-cardinal
by	O
Documentation	O
including	O
manuals	O
,	O
procedures	B-opcon
